Station,Year,Month,Year_Month,Tmax_C,Tmin_C,Frost_Day,Rain_mm
Braemar,2014,8,2014_8,15.5,7.1,1,180.6
Braemar,2015,3,2015_3,7.6,0.1,13,68.4
Braemar,2015,4,2015_4,11.4,0.5,14,46.4
Braemar,2015,5,2015_5,11.2,3.1,5,65.2
Braemar,2015,6,2015_6,15.3,6,2,42.4
Braemar,2015,7,2015_7,15.9,8.2,0,105.4
Braemar,2015,8,2015_8,16.8,8.4,0,86
Braemar,2016,3,2016_3,8.5,-0.7,17,56
Braemar,2016,4,2016_4,8,0.3,13,58.8
Braemar,2016,5,2016_5,14.7,3.7,2,32.2
Braemar,2016,6,2016_6,16.6,7.4,0,110.1
Braemar,2016,7,2016_7,17.3,9,0,67.2
Braemar,2016,8,2016_8,17.7,8.2,0,50.6
Braemar,2017,3,2017_3,9.1,-0.2,17,55.4
Braemar,2017,4,2017_4,10.2,1.9,8,31.5
Braemar,2017,5,2017_5,16,3.4,11,36.8
Braemar,2017,6,2017_6,15.7,8.2,1,68
Braemar,2017,7,2017_7,17,8.3,0,47.2
Braemar,2017,8,2017_8,16.9,8.1,0,52.2
Braemar,2018,3,2018_3,4,-2.2,24,75.4
Braemar,2018,4,2018_4,10,1.4,14,46
Braemar,2018,5,2018_5,16.9,4,5,34.4
Braemar,2018,6,2018_6,19.6,7.8,0,49.4
Braemar,2018,7,2018_7,20.9,9.8,0,63.8
Braemar,2018,8,2018_8,17,7.9,1,56.4
Braemar,2019,3,2019_3,7.6,1.5,9,118.6
Braemar,2019,4,2019_4,11.4,1,9,53.8
Braemar,2019,5,2019_5,12.5,2.8,5,121.4
Braemar,2019,6,2019_6,15.4,6.2,0,74.4
Braemar,2019,7,2019_7,19.6,10.6,0,70
Braemar,2019,8,2019_8,17.8,9.1,0,100.2
Braemar,2020,3,2020_3,7,0,13,28
Braemar,2020,4,2020_4,12.2,-0.4,16,19.4
Braemar,2020,5,2020_5,14.9,3.7,7,42.6
Braemar,2020,6,2020_6,16.9,7.9,1,81.6
Braemar,2020,7,2020_7,16.7,7.6,0,104
Braemar,2020,8,2020_8,17.8,9.1,0,82.4
Braemar,2021,3,2021_3,8.9,0.9,10,74.8
Braemar,2021,4,2021_4,9.7,-2.7,24,15.8
Braemar,2021,5,2021_5,11.7,2.7,5,119.6
Braemar,2021,6,2021_6,18,7.1,1,16
Braemar,2021,7,2021_7,20.9,10.4,1,83.2
Braemar,2021,8,2021_8,18.4,8.5,0,85.6
Braemar,2022,3,2022_3,9.5,-1.7,22,63.6
Braemar,2022,4,2022_4,10.6,0.9,11,62.6
Braemar,2022,5,2022_5,13.9,6.3,0,55
Braemar,2022,6,2022_6,17.1,7.4,2,49.4
Braemar,2022,7,2022_7,19.4,10.2,0,48
Braemar,2022,8,2022_8,18.8,8.4,0,61.6
Camborne,2002,3,2002_3,11,6.1,0,73.6
Camborne,2002,4,2002_4,12,6.2,0,51.6
Camborne,2002,5,2002_5,13.8,8.4,0,114.2
Camborne,2002,6,2002_6,14.8,10.3,0,47.2
Camborne,2002,7,2002_7,17.2,11.8,0,57.2
Camborne,2002,8,2002_8,18.1,12.9,0,42.4
Camborne,2003,3,2003_3,11.2,6.6,0,34.6
Camborne,2003,4,2003_4,13.2,7.2,0,57
Camborne,2003,5,2003_5,14,8.9,0,92.4
Camborne,2003,6,2003_6,17.4,11.1,0,87
Camborne,2003,7,2003_7,19,13.5,0,128
Camborne,2003,8,2003_8,21,14.2,0,25.6
Camborne,2004,3,2004_3,10,4.8,2,78.2
Camborne,2004,4,2004_4,11.9,6.9,0,68.8
Camborne,2004,5,2004_5,15,8.9,0,33.6
Camborne,2004,6,2004_6,18,11.9,0,64.6
Camborne,2004,7,2004_7,17.6,12.4,0,65.2
Camborne,2004,8,2004_8,19.5,14.1,0,146.6
Camborne,2005,3,2005_3,10.1,5.4,3,53.8
Camborne,2005,4,2005_4,11.8,6.6,0,88.2
Camborne,2005,5,2005_5,13.2,8.1,0,46.6
Camborne,2005,6,2005_6,17.5,11.8,0,49.6
Camborne,2005,7,2005_7,18.9,13.6,0,48
Camborne,2005,8,2005_8,19.4,12.4,0,32
Camborne,2006,3,2006_3,8.7,4.4,2,86
Camborne,2006,4,2006_4,11.5,6.5,0,32
Camborne,2006,5,2006_5,14.2,9,0,85.2
Camborne,2006,6,2006_6,18.7,11.4,0,33.4
Camborne,2006,7,2006_7,21.3,14.4,0,34.8
Camborne,2006,8,2006_8,18.9,14,0,55.4
Camborne,2007,3,2007_3,10.8,5.8,0,75.8
Camborne,2007,4,2007_4,14.7,7.9,0,23.8
Camborne,2007,5,2007_5,14.7,9.8,0,122
Camborne,2007,6,2007_6,17.3,12.2,0,117
Camborne,2007,7,2007_7,17.2,12.5,0,106.8
Camborne,2007,8,2007_8,18.1,12.9,0,43.4
Camborne,2008,3,2008_3,10,5.5,0,82.8
Camborne,2008,4,2008_4,11.1,5.8,0,48.8
Camborne,2008,5,2008_5,16.3,10.3,0,68.4
Camborne,2008,6,2008_6,16.1,10.7,0,34.6
Camborne,2008,7,2008_7,17.7,12.9,0,143.4
Camborne,2008,8,2008_8,18,13.3,0,99.6
Camborne,2009,3,2009_3,10.6,5.6,0,48.8
Camborne,2009,4,2009_4,12.2,6.5,0,144.2
Camborne,2009,5,2009_5,14.4,8.7,0,45.2
Camborne,2009,6,2009_6,18.2,11.6,0,18.8
Camborne,2009,7,2009_7,17.9,13.3,0,222.2
Camborne,2009,8,2009_8,18.2,13.6,0,68.8
Camborne,2010,3,2010_3,9.4,3.8,3,76.6
Camborne,2010,4,2010_4,12.3,5.9,0,35.6
Camborne,2010,5,2010_5,14.1,8.3,0,56.6
Camborne,2010,6,2010_6,17.9,11.5,0,34
Camborne,2010,7,2010_7,18.6,13.6,0,78.2
Camborne,2010,8,2010_8,18.1,13,0,71.8
Camborne,2011,3,2011_3,10.9,4.8,2,25.8
Camborne,2011,4,2011_4,15,8.5,0,18.4
Camborne,2011,5,2011_5,14.6,9.7,0,34.6
Camborne,2011,6,2011_6,15.9,10.7,0,78.2
Camborne,2011,7,2011_7,17.6,12.5,0,44.6
Camborne,2011,8,2011_8,17.6,12.3,0,51.6
Camborne,2012,3,2012_3,11.9,6.9,0,22.8
Camborne,2012,4,2012_4,10.7,5.5,0,159.8
Camborne,2012,5,2012_5,14.5,8.7,0,45.6
Camborne,2012,6,2012_6,15.7,11,0,142
Camborne,2012,7,2012_7,17.3,12.3,0,121.8
Camborne,2012,8,2012_8,19,14,0,142.2
Camborne,2013,3,2013_3,7.5,2.8,6,106.8
Camborne,2013,4,2013_4,10.3,5.4,1,42.2
Camborne,2013,5,2013_5,12.5,7.3,0,87.4
Camborne,2013,6,2013_6,15.9,10.7,0,48.2
Camborne,2013,7,2013_7,20.8,14.1,0,31.2
Camborne,2013,8,2013_8,19.2,14,0,87.6
Camborne,2014,3,2014_3,10.3,5.7,0,67
Camborne,2014,4,2014_4,12.3,7.4,0,81.4
Camborne,2014,5,2014_5,14.5,9,0,70
Camborne,2014,6,2014_6,17.8,11.6,0,64.8
Camborne,2014,7,2014_7,20.3,14.3,0,28.6
Camborne,2014,8,2014_8,18.6,12.5,0,92.8
Camborne,2015,3,2015_3,10,5.1,0,45.2
Camborne,2015,4,2015_4,13,7,0,15
Camborne,2015,5,2015_5,13.6,8.8,0,63.6
Camborne,2015,6,2015_6,16.8,10.7,0,38.4
Camborne,2015,7,2015_7,18.2,13.2,0,98
Camborne,2015,8,2015_8,17.9,12.8,0,174.8
Camborne,2016,3,2016_3,9.6,4.6,0,88.4
Camborne,2016,4,2016_4,11,6.1,0,81.4
Camborne,2016,5,2016_5,14.9,9.2,0,45.6
Camborne,2016,6,2016_6,17,12.1,0,65.8
Camborne,2016,7,2016_7,18.9,13.4,0,23.2
Camborne,2016,8,2016_8,19.4,13.9,0,57.4
Camborne,2017,3,2017_3,11.5,7.2,0,89.2
Camborne,2017,4,2017_4,12.6,6.5,0,24.8
Camborne,2017,5,2017_5,15.5,9.8,0,46.8
Camborne,2017,6,2017_6,18,12.3,0,102
Camborne,2017,7,2017_7,18.7,13.6,0,104.6
Camborne,2017,8,2017_8,18.1,12.8,0,70.4
Camborne,2018,3,2018_3,8.8,3.6,5,153.6
Camborne,2018,4,2018_4,12.8,7.1,0,85
Camborne,2018,5,2018_5,15.5,8.9,0,50.4
Camborne,2018,6,2018_6,19.7,12.9,0,8.8
Camborne,2018,7,2018_7,21.5,14.3,0,47.6
Camborne,2018,8,2018_8,19.5,14,0,54
Camborne,2019,3,2019_3,11.2,6.3,0,101.8
Camborne,2019,4,2019_4,13.2,7.4,0,81.8
Camborne,2019,5,2019_5,14.4,8.9,0,18.4
Camborne,2019,6,2019_6,16.5,11.4,0,84.4
Camborne,2019,7,2019_7,20.1,13.7,0,54.2
Camborne,2019,8,2019_8,19.3,14,0,95.8
Camborne,2020,3,2020_3,10.6,5.1,0,75.8
Camborne,2020,4,2020_4,14.6,7.7,0,40
Camborne,2020,5,2020_5,16.4,8.9,0,28.8
Camborne,2020,6,2020_6,17.1,11.7,0,118
Camborne,2020,7,2020_7,18.1,12.7,0,32.2
Camborne,2020,8,2020_8,19.1,14.3,0,118.2
Camborne,2021,3,2021_3,10.6,5.5,2,41
Camborne,2021,4,2021_4,11.6,4.5,0,6.6
Camborne,2021,5,2021_5,13.2,7.8,0,116.4
Camborne,2021,6,2021_6,17.4,11.7,0,78.2
Camborne,2021,7,2021_7,20,13.7,0,65.4
Camborne,2021,8,2021_8,18.7,13.3,0,36
Camborne,2022,3,2022_3,11.8,6.5,0,68
Camborne,2022,4,2022_4,12.7,6.9,0,36.8
Camborne,2022,5,2022_5,15.8,9.8,0,45.4
Camborne,2022,6,2022_6,17.9,11.1,0,65.6
Camborne,2022,7,2022_7,20.8,14.1,0,19.6
Camborne,2022,8,2022_8,22.4,14.9,0,23.8
Cambridge NIAB,2002,3,2002_3,12,3,7,30.6
Cambridge NIAB,2002,4,2002_4,14.7,4.2,2,33.4
Cambridge NIAB,2002,5,2002_5,16.6,7.9,0,53.5
Cambridge NIAB,2002,6,2002_6,20.1,10.3,0,28.5
Cambridge NIAB,2002,7,2002_7,22,12.3,0,94.6
Cambridge NIAB,2002,8,2002_8,22.9,13.2,0,42
Cambridge NIAB,2003,3,2003_3,12.9,2.4,8,13.7
Cambridge NIAB,2003,4,2003_4,15.1,4.5,4,24.2
Cambridge NIAB,2003,5,2003_5,17.5,7.5,0,39.9
Cambridge NIAB,2003,6,2003_6,22.1,11.5,0,60.7
Cambridge NIAB,2003,7,2003_7,23.7,13.3,0,66.8
Cambridge NIAB,2003,8,2003_8,25.3,13.3,0,2
Cambridge NIAB,2004,3,2004_3,10.5,3.2,3,24.7
Cambridge NIAB,2004,4,2004_4,14.2,5.5,0,41.4
Cambridge NIAB,2004,5,2004_5,16.9,7.9,0,44.5
Cambridge NIAB,2004,6,2004_6,21.2,11.2,0,34
Cambridge NIAB,2004,7,2004_7,22,11.6,0,59.3
Cambridge NIAB,2004,8,2004_8,24,14.1,0,70.7
Cambridge NIAB,2005,3,2005_3,10.7,3.8,7,19.8
Cambridge NIAB,2005,4,2005_4,14.2,4.3,4,27.7
Cambridge NIAB,2005,5,2005_5,16.6,7,0,47.4
Cambridge NIAB,2005,6,2005_6,21.8,10.9,0,47.1
Cambridge NIAB,2005,7,2005_7,22,12.8,0,43.7
Cambridge NIAB,2005,8,2005_8,22.6,11.5,0,53.3
Cambridge NIAB,2006,3,2006_3,9,1.7,12,35.9
Cambridge NIAB,2006,4,2006_4,13.5,5.1,3,30.1
Cambridge NIAB,2006,5,2006_5,17.4,8.7,0,62.8
Cambridge NIAB,2006,6,2006_6,22.5,11.2,0,18.9
Cambridge NIAB,2006,7,2006_7,28.3,14.1,0,45.1
Cambridge NIAB,2006,8,2006_8,21.5,12.2,0,74.9
Cambridge NIAB,2007,3,2007_3,12.1,3.2,1,25.7
Cambridge NIAB,2007,4,2007_4,17.1,6,1,1
Cambridge NIAB,2007,5,2007_5,16.9,8.3,0,124.3
Cambridge NIAB,2007,6,2007_6,20.4,11.1,0,59
Cambridge NIAB,2007,7,2007_7,21.6,11,0,62.1
Cambridge NIAB,2007,8,2007_8,21.6,10.8,0,51.1
Cambridge NIAB,2008,3,2008_3,10.1,3,5,68.9
Cambridge NIAB,2008,4,2008_4,13.1,3.8,3,50.8
Cambridge NIAB,2008,5,2008_5,19,7.9,0,62.9
Cambridge NIAB,2008,6,2008_6,19.7,10.4,0,34.6
Cambridge NIAB,2008,7,2008_7,22.8,12.4,0,52.1
Cambridge NIAB,2008,8,2008_8,22.3,13.3,0,64.7
Cambridge NIAB,2009,3,2009_3,11.9,2.8,6,32.2
Cambridge NIAB,2009,4,2009_4,15.6,5.4,0,12.6
Cambridge NIAB,2009,5,2009_5,18.3,7.7,0,28.4
Cambridge NIAB,2009,6,2009_6,20.9,10.2,0,40.8
Cambridge NIAB,2009,7,2009_7,22.5,12.1,0,71
Cambridge NIAB,2009,8,2009_8,23.6,13.1,0,58.6
Cambridge NIAB,2010,3,2010_3,10.9,2.8,9,26.2
Cambridge NIAB,2010,4,2010_4,14.9,3.7,3,12.5
Cambridge NIAB,2010,5,2010_5,16.5,5.9,2,28.6
Cambridge NIAB,2010,6,2010_6,21.6,10,0,25.4
Cambridge NIAB,2010,7,2010_7,24.6,13.8,0,10.8
Cambridge NIAB,2010,8,2010_8,21,12.2,0,133.2
Cambridge NIAB,2011,3,2011_3,11.6,2.7,5,1.8
Cambridge NIAB,2011,4,2011_4,18.6,6.5,0,2
Cambridge NIAB,2011,5,2011_5,18.7,7.8,1,12.8
Cambridge NIAB,2011,6,2011_6,20.3,9.9,0,53
Cambridge NIAB,2011,7,2011_7,21.2,10.9,0,38.4
Cambridge NIAB,2011,8,2011_8,21.6,11.9,0,40.2
Cambridge NIAB,2012,3,2012_3,13.3,2.6,5,23.4
Cambridge NIAB,2012,4,2012_4,12.2,3.9,2,95.6
Cambridge NIAB,2012,5,2012_5,16.9,7.9,0,42.6
Cambridge NIAB,2012,6,2012_6,18.5,10.4,0,91.4
Cambridge NIAB,2012,7,2012_7,21.2,12,0,101.4
Cambridge NIAB,2012,8,2012_8,23.5,12.9,0,39.2
Cambridge NIAB,2013,3,2013_3,6.2,0.1,16,38.6
Cambridge NIAB,2013,4,2013_4,13.2,3.4,11,26.4
Cambridge NIAB,2013,5,2013_5,15.9,6.1,1,52
Cambridge NIAB,2013,6,2013_6,19.2,9.7,0,14.2
Cambridge NIAB,2013,7,2013_7,25.1,12.8,0,32.8
Cambridge NIAB,2013,8,2013_8,23.5,13,0,48.2
Cambridge NIAB,2014,3,2014_3,13.4,3.4,4,17.4
Cambridge NIAB,2014,4,2014_4,15.9,6.3,2,13.8
Cambridge NIAB,2014,5,2014_5,17.7,8.7,0,84.6
Cambridge NIAB,2014,6,2014_6,20.8,10.7,0,44.4
Cambridge NIAB,2014,7,2014_7,24.4,13.5,0,49.2
Cambridge NIAB,2014,8,2014_8,21,11.8,0,126.8
Cambridge NIAB,2015,3,2015_3,11.1,3.1,4,19.4
Cambridge NIAB,2015,4,2015_4,15,4.1,0,20.2
Cambridge NIAB,2015,5,2015_5,16.5,7.5,2,42.2
Cambridge NIAB,2015,6,2015_6,20.3,9.5,0,19
Cambridge NIAB,2015,7,2015_7,22.5,12.3,0,78.8
Cambridge NIAB,2015,8,2015_8,22.2,12.7,0,47.4
Cambridge NIAB,2016,3,2016_3,10,1.9,8,50.4
Cambridge NIAB,2016,4,2016_4,12.4,3.6,3,58.8
Cambridge NIAB,2016,5,2016_5,17.7,7.8,0,39.4
Cambridge NIAB,2016,6,2016_6,19.7,11.4,0,66.4
Cambridge NIAB,2016,7,2016_7,23.2,13.1,0,18.2
Cambridge NIAB,2016,8,2016_8,23.9,12.7,0,44
Cambridge NIAB,2017,3,2017_3,13.4,5.2,1,29.8
Cambridge NIAB,2017,4,2017_4,14.5,4.8,2,12.8
Cambridge NIAB,2017,5,2017_5,18.6,8.8,0,64.8
Cambridge NIAB,2017,6,2017_6,21.9,12.6,0,59
Cambridge NIAB,2017,7,2017_7,22.1,13.2,0,94.8
Cambridge NIAB,2017,8,2017_8,21.5,11.9,0,64.2
Cambridge NIAB,2018,3,2018_3,8.7,1.9,6,64.2
Cambridge NIAB,2018,4,2018_4,14.2,6.6,0,64.6
Cambridge NIAB,2018,5,2018_5,19.1,7.6,0,43.8
Cambridge NIAB,2018,6,2018_6,22,10.7,0,0.8
Cambridge NIAB,2018,7,2018_7,26.7,13.6,0,12.4
Cambridge NIAB,2018,8,2018_8,23.1,13.1,0,62.8
Cambridge NIAB,2019,3,2019_3,12.2,4.5,1,37.4
Cambridge NIAB,2019,4,2019_4,15,2.8,7,10.8
Cambridge NIAB,2019,5,2019_5,17.1,6.6,0,41.4
Cambridge NIAB,2019,6,2019_6,20.1,10.8,0,79.2
Cambridge NIAB,2019,7,2019_7,24.1,13.4,0,43.4
Cambridge NIAB,2019,8,2019_8,24.2,12.7,0,35.8
Cambridge NIAB,2020,3,2020_3,11.1,2.5,4,18.8
Cambridge NIAB,2020,4,2020_4,16.8,4.6,1,29.8
Cambridge NIAB,2020,5,2020_5,19.4,6.7,2,1.6
Cambridge NIAB,2020,6,2020_6,21.2,10.6,0,47.2
Cambridge NIAB,2020,7,2020_7,21.9,12.4,0,50.6
Cambridge NIAB,2020,8,2020_8,23.9,14.3,0,104
Cambridge NIAB,2021,3,2021_3,10.8,3.5,3,39
Cambridge NIAB,2021,4,2021_4,11.7,1.1,13,2.8
Cambridge NIAB,2021,5,2021_5,15.3,6.4,1,73.8
Cambridge NIAB,2021,6,2021_6,21.2,12.1,0,44.2
Cambridge NIAB,2021,7,2021_7,23.5,13.2,0,52.6
Cambridge NIAB,2021,8,2021_8,21.1,12.6,0,16.4
Cambridge NIAB,2022,3,2022_3,12.9,3.7,1,33.8
Cambridge NIAB,2022,4,2022_4,15.1,4.3,4,5.2
Cambridge NIAB,2022,5,2022_5,18.9,8.9,0,32.4
Cambridge NIAB,2022,6,2022_6,21.6,10.2,0,34.4
Cambridge NIAB,2022,7,2022_7,26.1,13.3,0,1
Cambridge NIAB,2022,8,2022_8,26.6,13.4,0,21.2
Chivenor,2002,3,2002_3,12.2,5.5,0,44.4
Chivenor,2002,4,2002_4,13.5,5.9,1,49.2
Chivenor,2002,5,2002_5,16,8.6,0,114.4
Chivenor,2002,6,2002_6,17.2,11.2,0,41.2
Chivenor,2002,7,2002_7,20.9,12.4,0,50.6
Chivenor,2002,8,2002_8,20.2,13.1,0,32.4
Chivenor,2003,3,2003_3,13.2,4.9,1,44.8
Chivenor,2003,4,2003_4,15.3,5.6,4,38.4
Chivenor,2003,5,2003_5,15.5,9,0,60.6
Chivenor,2003,6,2003_6,19.9,11.5,0,44
Chivenor,2003,7,2003_7,21.1,13.8,0,83.6
Chivenor,2003,8,2003_8,22.8,14.1,0,28.8
Chivenor,2004,3,2004_3,11.1,4,7,49.8
Chivenor,2004,4,2004_4,13.3,6.6,1,48.4
Chivenor,2004,5,2004_5,16.7,8.4,0,32
Chivenor,2004,6,2004_6,19.2,12,0,49.4
Chivenor,2004,7,2004_7,21,14,0,41
Chivenor,2004,8,2004_8,21.1,14.3,0,124.8
Chivenor,2005,3,2005_3,11.4,5.2,4,56
Chivenor,2005,4,2005_4,13.7,6.5,0,71
Chivenor,2005,5,2005_5,15.6,8.2,0,38.4
Chivenor,2005,6,2005_6,19.6,12.4,0,105.3
Chivenor,2005,7,2005_7,20.8,14.2,0,63
Chivenor,2005,8,2005_8,20.4,12.3,0,42.6
Chivenor,2006,3,2006_3,9.5,3.9,3,74
Chivenor,2006,4,2006_4,12.9,6.3,1,22.4
Chivenor,2006,5,2006_5,15.8,8.9,0,91.2
Chivenor,2006,6,2006_6,20.4,12.3,0,44
Chivenor,2006,7,2006_7,24.2,14.5,0,28.2
Chivenor,2006,8,2006_8,20,14.1,0,24
Chivenor,2007,3,2007_3,11.7,4.6,1,50
Chivenor,2007,4,2007_4,17,7.2,0,9
Chivenor,2007,5,2007_5,16.2,9.5,0,118.8
Chivenor,2007,6,2007_6,18.9,12.2,0,123.2
Chivenor,2007,7,2007_7,18.6,12.8,0,131.6
Chivenor,2007,8,2007_8,20.1,12.4,0,67
Chivenor,2008,3,2008_3,10.4,5,1,84.8
Chivenor,2008,4,2008_4,12.2,5.2,2,52.5
Chivenor,2008,5,2008_5,18.6,10,0,75.4
Chivenor,2008,6,2008_6,17.9,11.1,0,30.4
Chivenor,2008,7,2008_7,19.8,13,0,116.4
Chivenor,2008,8,2008_8,19,14.1,0,118
Chivenor,2009,3,2009_3,11.4,4.1,4,59.4
Chivenor,2009,4,2009_4,14.3,6.1,0,39.8
Chivenor,2009,5,2009_5,16.1,8.7,0,49
Chivenor,2009,6,2009_6,20.1,11.7,0,58.6
Chivenor,2009,7,2009_7,19.5,13.8,0,233
Chivenor,2009,8,2009_8,19.6,13.8,0,54.2
Chivenor,2010,3,2010_3,10.6,3,6,52.6
Chivenor,2010,4,2010_4,14.4,5,0,27.2
Chivenor,2010,5,2010_5,15.8,7.4,0,49.4
Chivenor,2010,6,2010_6,19.9,11.1,0,20.4
Chivenor,2010,7,2010_7,20.3,14,0,100.2
Chivenor,2010,8,2010_8,19.4,12.8,0,105.2
Chivenor,2011,3,2011_3,12.3,3.2,8,24.2
Chivenor,2011,4,2011_4,17.4,7.5,0,10
Chivenor,2011,5,2011_5,16.4,9.4,0,44.6
Chivenor,2011,6,2011_6,17.8,10.9,0,87.4
Chivenor,2011,7,2011_7,19.6,12.4,0,78.4
Chivenor,2011,8,2011_8,19,12.5,0,90
Chivenor,2012,3,2012_3,13.6,4.9,0,17.8
Chivenor,2012,4,2012_4,11.5,4.9,1,124.2
Chivenor,2012,5,2012_5,16.1,8.3,0,55.6
Chivenor,2012,6,2012_6,17.5,11.6,0,160
Chivenor,2012,7,2012_7,18.7,12.5,0,114.6
Chivenor,2012,8,2012_8,20.3,14.4,0,102.6
Chivenor,2013,3,2013_3,7.9,1.7,7,58.4
Chivenor,2013,4,2013_4,11.5,4.8,3,32.8
Chivenor,2013,5,2013_5,14.4,6.7,0,82.2
Chivenor,2013,6,2013_6,18.2,11.1,0,21.2
Chivenor,2013,7,2013_7,23.4,13.8,0,22.2
Chivenor,2013,8,2013_8,20.7,13.9,0,83.2
Chivenor,2014,3,2014_3,12.3,4.3,0,52.8
Chivenor,2014,4,2014_4,14.3,7.1,0,71.3
Chivenor,2014,5,2014_5,16.3,9.7,0,70.2
Chivenor,2014,6,2014_6,20.1,11.9,0,77.2
Chivenor,2014,7,2014_7,21.8,13.8,0,42.4
Chivenor,2014,8,2014_8,19.3,12.7,0,118
Chivenor,2015,3,2015_3,10.9,3.7,2,53.4
Chivenor,2015,4,2015_4,14.9,6.1,0,23
Chivenor,2015,5,2015_5,14.8,8.8,0,76
Chivenor,2015,6,2015_6,18.3,10.9,0,44.4
Chivenor,2015,7,2015_7,19.5,13,0,81.8
Chivenor,2015,8,2015_8,19.8,12.4,0,132.4
Chivenor,2016,3,2016_3,10.7,3,3,78.8
Chivenor,2016,4,2016_4,12.6,5,2,38.6
Chivenor,2016,5,2016_5,17.9,8.9,0,43
Chivenor,2016,6,2016_6,18.9,12.7,0,103.2
Chivenor,2016,7,2016_7,20.2,13.9,0,27.6
Chivenor,2016,8,2016_8,20.9,13.8,0,62
Chivenor,2017,3,2017_3,12.6,6.6,1,92.4
Chivenor,2017,4,2017_4,13.6,5.7,1,25.2
Chivenor,2017,5,2017_5,17.7,9.8,0,35.2
Chivenor,2017,6,2017_6,20.2,12.7,0,60.2
Chivenor,2017,7,2017_7,20.2,13.8,0,130.4
Chivenor,2017,8,2017_8,19.6,12.9,0,86.2
Chivenor,2018,3,2018_3,9.3,3,7,113.4
Chivenor,2018,4,2018_4,14.2,7,0,67.8
Chivenor,2018,5,2018_5,17.7,8.9,0,36.6
Chivenor,2018,6,2018_6,22.5,12.7,0,3.8
Chivenor,2018,7,2018_7,23.4,14,0,33.4
Chivenor,2018,8,2018_8,20.4,14,0,88
Chivenor,2019,3,2019_3,11.8,5.8,0,78.6
Chivenor,2019,4,2019_4,14.8,6,0,75
Chivenor,2019,5,2019_5,16.3,7.8,0,22.2
Chivenor,2019,6,2019_6,18.5,11.7,0,102.4
Chivenor,2019,7,2019_7,22.3,13.6,0,39.8
Chivenor,2019,8,2019_8,21,14.1,0,88.8
Chivenor,2020,3,2020_3,11.3,4.4,1,70.8
Chivenor,2020,4,2020_4,17.2,6.7,0,32.6
Chivenor,2020,5,2020_5,18.7,8,0,7.8
Chivenor,2020,6,2020_6,19.4,11.5,0,117.4
Chivenor,2020,7,2020_7,19,12.6,0,52.4
Chivenor,2020,8,2020_8,21.2,14.5,0,115.4
Chivenor,2021,3,2021_3,11.6,4.3,4,33.4
Chivenor,2021,4,2021_4,13.2,3.2,4,5.6
Chivenor,2021,5,2021_5,14.7,7.3,0,135.8
Chivenor,2021,6,2021_6,19.9,11.6,0,35
Chivenor,2021,7,2021_7,22.1,14,0,101.2
Chivenor,2021,8,2021_8,20.1,12.8,0,38.2
Chivenor,2022,3,2022_3,13.2,4.5,0,26.4
Chivenor,2022,4,2022_4,14.9,5.7,2,33.8
Chivenor,2022,5,2022_5,17.2,9.8,0,33
Chivenor,2022,6,2022_6,19.9,10.9,0,42.2
Chivenor,2022,7,2022_7,22.8,13.6,0,14.6
Chivenor,2022,8,2022_8,24.2,13.9,0,32.2
Durham,2002,3,2002_3,11.1,2.8,4,37.4
Durham,2002,4,2002_4,13.3,4.1,4,19.4
Durham,2002,5,2002_5,15.1,7.6,0,53
Durham,2002,6,2002_6,17.5,9.9,0,47
Durham,2002,7,2002_7,19.3,10.6,0,79.6
Durham,2002,8,2002_8,20.5,12.7,0,91.2
Durham,2003,3,2003_3,12.1,2,8,17.6
Durham,2003,4,2003_4,14,4.3,5,24
Durham,2003,5,2003_5,15.8,7.7,0,44.4
Durham,2003,6,2003_6,19.6,10.9,0,61
Durham,2003,7,2003_7,20.4,12.8,0,50.4
Durham,2003,8,2003_8,21,12.2,0,15.9
Durham,2004,3,2004_3,10.4,2.9,4,24.5
Durham,2004,4,2004_4,13.1,5.9,1,54.4
Durham,2004,5,2004_5,16.5,6.2,0,21.8
Durham,2004,6,2004_6,18.7,10.1,0,67.6
Durham,2004,7,2004_7,19.1,10.9,0,62.8
Durham,2004,8,2004_8,20,12.5,0,155.8
Durham,2005,3,2005_3,9.7,3.7,6,44.8
Durham,2005,4,2005_4,11.7,4.1,1,82
Durham,2005,5,2005_5,14.9,6.2,1,20.4
Durham,2005,6,2005_6,18.6,10,0,36.2
Durham,2005,7,2005_7,19.7,11.7,0,72.6
Durham,2005,8,2005_8,20.2,10.5,0,38
Durham,2006,3,2006_3,6.7,0.8,14,79.2
Durham,2006,4,2006_4,12,3.9,3,24
Durham,2006,5,2006_5,15.1,6.3,1,84.4
Durham,2006,6,2006_6,19.7,9.9,0,13
Durham,2006,7,2006_7,24.2,12.4,0,10
Durham,2006,8,2006_8,19.2,11.5,0,57.4
Durham,2007,3,2007_3,10.2,3.3,4,20.8
Durham,2007,4,2007_4,15.4,6,0,11.4
Durham,2007,5,2007_5,14.8,6.9,0,50
Durham,2007,6,2007_6,17.4,9.9,0,118.8
Durham,2007,7,2007_7,19,10.9,0,100.2
Durham,2007,8,2007_8,19.2,10.6,0,30.6
Durham,2008,3,2008_3,9.1,1.9,7,38.4
Durham,2008,4,2008_4,11.2,3.3,4,84
Durham,2008,5,2008_5,15.7,7.1,1,21.2
Durham,2008,6,2008_6,17.8,9.1,0,77
Durham,2008,7,2008_7,20.1,11.4,0,134
Durham,2008,8,2008_8,19.1,12.2,0,95.4
